date,id_produit,nom_produit,type_produit,type_operation,type_sortie,quantite,unite,id_lot,id_arrivage,id_fournisseur,nom_fournisseur,date_expiration,stock_theorique,temperature_stockage
2022-08-23,7,Beurre,Aliment,SORTIE,CONSOMMATION,3.5,kg,828,828,7,Laiterie Régionale,2022-09-10,30.049999999999997,7.6
2022-08-23,8,Viande de boeuf,Aliment,SORTIE,CONSOMMATION,5.61,kg,829,829,8,Boucherie Centrale,2022-08-25,28.96,5.7
2022-08-23,9,Légumes frais,Aliment,SORTIE,CONSOMMATION,18.46,kg,830,830,10,Maraîcher Local,2022-08-31,174.54,5.0
2022-08-23,10,Fruits frais,Aliment,SORTIE,CONSOMMATION,16.91,kg,831,831,10,Maraîcher Local,2022-08-30,138.38,6.4
2022-08-23,11,Oeufs,Aliment,SORTIE,CONSOMMATION,61.55,unité,832,832,11,Ferme Avicole,2022-09-10,488.7699999999999,5.0
2022-08-23,12,Riz,Aliment,SORTIE,CONSOMMATION,11.24,kg,804,804,14,Épicerie Grossiste,2023-04-21,194.9099999999999,6.8
2022-08-23,13,Pâtes,Aliment,SORTIE,CONSOMMATION,8.27,kg,805,805,14,Épicerie Grossiste,2023-03-15,147.7600000000001,7.3
2022-08-23,14,Huile végétale,Aliment,SORTIE,CONSOMMATION,0.6800000000000082,L,755,755,14,Épicerie Grossiste,2023-05-16,29.149999999999952,3.4
2022-08-23,14,Huile végétale,Aliment,SORTIE,CONSOMMATION,2.8899999999999917,L,710,710,14,Épicerie Grossiste,2023-06-06,26.259999999999962,3.7
2022-08-23,15,Farine,Aliment,SORTIE,CONSOMMATION,4.88,kg,806,806,15,Minoterie Régionale,2022-12-16,101.3300000000001,3.2
2022-08-23,16,Détergent sol,Entretien,SORTIE,CONSOMMATION,2.63,L,757,757,18,Hygiène Pro,2024-01-27,44.189999999999976,
2022-08-23,17,Désinfectant,Entretien,SORTIE,CONSOMMATION,3.52,L,807,807,18,Hygiène Pro,2024-06-22,90.71999999999998,
2022-08-23,18,Savon liquide,Entretien,SORTIE,CONSOMMATION,4.46,L,808,808,18,Hygiène Pro,2023-12-10,147.22,
2022-08-24,1,Poulet frais,Aliment,SORTIE,CONSOMMATION,8.65,kg,833,833,1,Volailles Dupont,2022-08-25,13.209999999999999,2.7
2022-08-24,1,Poulet frais,Aliment,ENTREE,,16.79,kg,836,836,1,Volailles Dupont,2022-08-27,30.0,5.8
2022-08-24,2,Poisson blanc,Aliment,SORTIE,CONSOMMATION,5.34,kg,835,835,2,Poissonnerie Martin,2022-08-25,14.66,2.7
2022-08-24,3,Pain frais,Aliment,SORTIE,DESTRUCTION,25.45,kg,834,834,3,Boulangerie Moderne,2022-08-24,0.0,7.1
2022-08-24,3,Pain frais,Aliment,ENTREE,,40.0,kg,837,837,3,Boulangerie Moderne,2022-08-26,40.0,4.5
2022-08-24,4,Lait entier,Aliment,SORTIE,CONSOMMATION,27.29,L,826,826,7,Laiterie Régionale,2022-08-26,28.869999999999997,4.0
2022-08-24,4,Lait entier,Aliment,ENTREE,,105.0,L,838,838,7,Laiterie Régionale,2022-08-31,133.87,6.8
2022-08-24,5,Yaourt nature,Aliment,SORTIE,CONSOMMATION,6.47,kg,827,827,7,Laiterie Régionale,2022-09-02,63.18000000000001,3.3
2022-08-24,6,Fromage frais,Aliment,SORTIE,CONSOMMATION,3.96,kg,819,819,6,Fromagerie du Mont,2022-08-25,5.950000000000002,5.8
2022-08-24,6,Fromage frais,Aliment,ENTREE,,24.05,kg,839,839,6,Fromagerie du Mont,2022-08-31,30.000000000000004,3.7
2022-08-24,7,Beurre,Aliment,SORTIE,CONSOMMATION,2.49,kg,828,828,7,Laiterie Régionale,2022-09-10,27.559999999999995,6.7
2022-08-24,8,Viande de boeuf,Aliment,SORTIE,CONSOMMATION,7.25,kg,829,829,8,Boucherie Centrale,2022-08-25,21.71,3.8
2022-08-24,9,Légumes frais,Aliment,SORTIE,CONSOMMATION,21.62,kg,830,830,10,Maraîcher Local,2022-08-31,152.92,5.0
2022-08-24,10,Fruits frais,Aliment,SORTIE,CONSOMMATION,14.65,kg,831,831,10,Maraîcher Local,2022-08-30,123.72999999999999,3.9
2022-08-24,11,Oeufs,Aliment,SORTIE,CONSOMMATION,56.22,unité,832,832,11,Ferme Avicole,2022-09-10,432.54999999999995,2.0
2022-08-24,12,Riz,Aliment,SORTIE,CONSOMMATION,9.58,kg,804,804,14,Épicerie Grossiste,2023-04-21,185.3299999999999,6.1
2022-08-24,13,Pâtes,Aliment,SORTIE,CONSOMMATION,8.82,kg,805,805,14,Épicerie Grossiste,2023-03-15,138.9400000000001,4.0
2022-08-24,14,Huile végétale,Aliment,SORTIE,CONSOMMATION,3.13,L,710,710,14,Épicerie Grossiste,2023-06-06,23.129999999999963,6.3
2022-08-24,15,Farine,Aliment,SORTIE,CONSOMMATION,4.99,kg,806,806,15,Minoterie Régionale,2022-12-16,96.3400000000001,5.7
2022-08-24,16,Détergent sol,Entretien,SORTIE,CONSOMMATION,3.1,L,757,757,18,Hygiène Pro,2024-01-27,41.089999999999975,
2022-08-24,17,Désinfectant,Entretien,SORTIE,CONSOMMATION,3.0,L,807,807,18,Hygiène Pro,2024-06-22,87.71999999999998,
2022-08-24,18,Savon liquide,Entretien,SORTIE,CONSOMMATION,4.29,L,808,808,18,Hygiène Pro,2023-12-10,142.92999999999998,
2022-08-25,1,Poulet frais,Aliment,SORTIE,DESTRUCTION,13.209999999999999,kg,833,833,1,Volailles Dupont,2022-08-25,16.79,2.2
2022-08-25,1,Poulet frais,Aliment,SORTIE,CONSOMMATION,8.27,kg,836,836,1,Volailles Dupont,2022-08-27,8.52,3.1
2022-08-25,1,Poulet frais,Aliment,ENTREE,,21.48,kg,840,840,1,Volailles Dupont,2022-08-28,30.0,7.0
2022-08-25,2,Poisson blanc,Aliment,SORTIE,DESTRUCTION,14.66,kg,835,835,2,Poissonnerie Martin,2022-08-25,0.0,7.5
2022-08-25,2,Poisson blanc,Aliment,ENTREE,,20.0,kg,841,841,2,Poissonnerie Martin,2022-08-27,20.0,7.5
2022-08-25,3,Pain frais,Aliment,SORTIE,CONSOMMATION,13.51,kg,837,837,3,Boulangerie Moderne,2022-08-26,26.490000000000002,6.8
2022-08-25,4,Lait entier,Aliment,SORTIE,CONSOMMATION,20.5,L,826,826,7,Laiterie Régionale,2022-08-26,113.37,5.9
2022-08-25,5,Yaourt nature,Aliment,SORTIE,CONSOMMATION,7.49,kg,827,827,7,Laiterie Régionale,2022-09-02,55.690000000000005,4.9
2022-08-25,6,Fromage frais,Aliment,SORTIE,DESTRUCTION,5.950000000000002,kg,819,819,6,Fromagerie du Mont,2022-08-25,24.05,5.8
2022-08-25,6,Fromage frais,Aliment,SORTIE,CONSOMMATION,4.41,kg,839,839,6,Fromagerie du Mont,2022-08-31,19.64,7.4
2022-08-25,7,Beurre,Aliment,SORTIE,CONSOMMATION,2.66,kg,828,828,7,Laiterie Régionale,2022-09-10,24.899999999999995,5.2
2022-08-25,8,Viande de boeuf,Aliment,SORTIE,DESTRUCTION,21.71,kg,829,829,8,Boucherie Centrale,2022-08-25,0.0,4.0
2022-08-25,9,Légumes frais,Aliment,SORTIE,CONSOMMATION,23.98,kg,830,830,10,Maraîcher Local,2022-08-31,128.94,6.7
2022-08-25,10,Fruits frais,Aliment,SORTIE,CONSOMMATION,15.61,kg,831,831,10,Maraîcher Local,2022-08-30,108.11999999999999,4.5
2022-08-25,11,Oeufs,Aliment,SORTIE,CONSOMMATION,48.51,unité,832,832,11,Ferme Avicole,2022-09-10,384.03999999999996,6.5
2022-08-25,12,Riz,Aliment,SORTIE,CONSOMMATION,9.6,kg,804,804,14,Épicerie Grossiste,2023-04-21,175.7299999999999,7.0
2022-08-25,13,Pâtes,Aliment,SORTIE,CONSOMMATION,6.77,kg,805,805,14,Épicerie Grossiste,2023-03-15,132.17000000000013,3.8
2022-08-25,14,Huile végétale,Aliment,SORTIE,CONSOMMATION,3.81,L,710,710,14,Épicerie Grossiste,2023-06-06,19.319999999999965,6.3
2022-08-25,15,Farine,Aliment,SORTIE,CONSOMMATION,5.0,kg,806,806,15,Minoterie Régionale,2022-12-16,91.3400000000001,3.9
2022-08-25,16,Détergent sol,Entretien,SORTIE,CONSOMMATION,2.22,L,757,757,18,Hygiène Pro,2024-01-27,38.869999999999976,
2022-08-25,17,Désinfectant,Entretien,SORTIE,CONSOMMATION,3.98,L,807,807,18,Hygiène Pro,2024-06-22,83.73999999999998,
2022-08-25,18,Savon liquide,Entretien,SORTIE,CONSOMMATION,5.06,L,808,808,18,Hygiène Pro,2023-12-10,137.86999999999998,
2022-08-26,1,Poulet frais,Aliment,SORTIE,CONSOMMATION,8.47,kg,836,836,1,Volailles Dupont,2022-08-27,21.53,5.2
2022-08-26,2,Poisson blanc,Aliment,SORTIE,CONSOMMATION,4.15,kg,841,841,2,Poissonnerie Martin,2022-08-27,15.85,3.2
2022-08-26,3,Pain frais,Aliment,SORTIE,DESTRUCTION,26.490000000000002,kg,837,837,3,Boulangerie Moderne,2022-08-26,0.0,6.1
2022-08-26,3,Pain frais,Aliment,ENTREE,,40.0,kg,842,842,3,Boulangerie Moderne,2022-08-28,40.0,2.4
2022-08-26,4,Lait entier,Aliment,SORTIE,DESTRUCTION,8.369999999999997,L,826,826,7,Laiterie Régionale,2022-08-26,105.0,2.9
2022-08-26,4,Lait entier,Aliment,SORTIE,CONSOMMATION,27.52,L,838,838,7,Laiterie Régionale,2022-08-31,77.48,7.0
2022-08-26,5,Yaourt nature,Aliment,SORTIE,CONSOMMATION,8.48,kg,827,827,7,Laiterie Régionale,2022-09-02,47.21000000000001,4.0
2022-08-26,6,Fromage frais,Aliment,SORTIE,CONSOMMATION,5.49,kg,839,839,6,Fromagerie du Mont,2022-08-31,14.15,4.3
2022-08-26,7,Beurre,Aliment,SORTIE,CONSOMMATION,2.64,kg,828,828,7,Laiterie Régionale,2022-09-10,22.259999999999994,5.2
2022-08-26,9,Légumes frais,Aliment,SORTIE,CONSOMMATION,20.81,kg,830,830,10,Maraîcher Local,2022-08-31,108.13,3.0
2022-08-26,10,Fruits frais,Aliment,SORTIE,CONSOMMATION,16.65,kg,831,831,10,Maraîcher Local,2022-08-30,91.47,5.6
2022-08-26,11,Oeufs,Aliment,SORTIE,CONSOMMATION,49.64,unité,832,832,11,Ferme Avicole,2022-09-10,334.4,3.1
2022-08-26,12,Riz,Aliment,SORTIE,CONSOMMATION,9.35,kg,804,804,14,Épicerie Grossiste,2023-04-21,166.3799999999999,2.7
2022-08-26,13,Pâtes,Aliment,SORTIE,CONSOMMATION,6.81,kg,805,805,14,Épicerie Grossiste,2023-03-15,125.36000000000013,6.7
2022-08-26,14,Huile végétale,Aliment,SORTIE,CONSOMMATION,3.03,L,710,710,14,Épicerie Grossiste,2023-06-06,16.289999999999964,3.8
2022-08-26,15,Farine,Aliment,SORTIE,CONSOMMATION,4.39,kg,806,806,15,Minoterie Régionale,2022-12-16,86.9500000000001,7.1
2022-08-26,16,Détergent sol,Entretien,SORTIE,CONSOMMATION,2.77,L,757,757,18,Hygiène Pro,2024-01-27,36.09999999999997,
2022-08-26,17,Désinfectant,Entretien,SORTIE,CONSOMMATION,2.9,L,807,807,18,Hygiène Pro,2024-06-22,80.83999999999997,
2022-08-26,18,Savon liquide,Entretien,SORTIE,CONSOMMATION,4.14,L,808,808,18,Hygiène Pro,2023-12-10,133.73,
2022-08-27,1,Poulet frais,Aliment,SORTIE,DESTRUCTION,0.049999999999998934,kg,836,836,1,Volailles Dupont,2022-08-27,21.480000000000004,6.3
2022-08-27,1,Poulet frais,Aliment,SORTIE,CONSOMMATION,5.72,kg,840,840,1,Volailles Dupont,2022-08-28,15.760000000000002,3.6
2022-08-27,2,Poisson blanc,Aliment,SORTIE,DESTRUCTION,15.85,kg,841,841,2,Poissonnerie Martin,2022-08-27,0.0,2.5
2022-08-27,2,Poisson blanc,Aliment,ENTREE,,20.0,kg,843,843,2,Poissonnerie Martin,2022-08-28,20.0,4.2
2022-08-27,3,Pain frais,Aliment,SORTIE,CONSOMMATION,10.84,kg,842,842,3,Boulangerie Moderne,2022-08-28,29.16,7.0
2022-08-27,4,Lait entier,Aliment,SORTIE,CONSOMMATION,17.23,L,838,838,7,Laiterie Régionale,2022-08-31,60.25,3.8
2022-08-27,5,Yaourt nature,Aliment,SORTIE,CONSOMMATION,5.25,kg,827,827,7,Laiterie Régionale,2022-09-02,41.96000000000001,5.2
2022-08-27,6,Fromage frais,Aliment,SORTIE,CONSOMMATION,3.59,kg,839,839,6,Fromagerie du Mont,2022-08-31,10.56,3.1
2022-08-27,6,Fromage frais,Aliment,ENTREE,,21.0,kg,844,844,6,Fromagerie du Mont,2022-09-02,31.560000000000002,6.7
2022-08-27,7,Beurre,Aliment,SORTIE,CONSOMMATION,2.29,kg,828,828,7,Laiterie Régionale,2022-09-10,19.969999999999995,6.7
2022-08-27,8,Viande de boeuf,Aliment,ENTREE,,40.0,kg,845,845,8,Boucherie Centrale,2022-08-30,40.0,4.7
2022-08-27,9,Légumes frais,Aliment,SORTIE,CONSOMMATION,14.37,kg,830,830,10,Maraîcher Local,2022-08-31,93.75999999999999,2.1
2022-08-27,10,Fruits frais,Aliment,SORTIE,CONSOMMATION,13.48,kg,831,831,10,Maraîcher Local,2022-08-30,77.99,4.9
2022-08-27,11,Oeufs,Aliment,SORTIE,CONSOMMATION,34.66,unité,832,832,11,Ferme Avicole,2022-09-10,299.74,5.0
2022-08-27,12,Riz,Aliment,SORTIE,CONSOMMATION,6.43,kg,804,804,14,Épicerie Grossiste,2023-04-21,159.9499999999999,3.1
2022-08-27,13,Pâtes,Aliment,SORTIE,CONSOMMATION,4.8,kg,805,805,14,Épicerie Grossiste,2023-03-15,120.56000000000012,7.5
2022-08-27,14,Huile végétale,Aliment,SORTIE,CONSOMMATION,1.85,L,710,710,14,Épicerie Grossiste,2023-06-06,14.439999999999964,6.4
2022-08-27,15,Farine,Aliment,SORTIE,CONSOMMATION,3.53,kg,806,806,15,Minoterie Régionale,2022-12-16,83.4200000000001,5.1
2022-08-27,16,Détergent sol,Entretien,SORTIE,CONSOMMATION,1.79,L,757,757,18,Hygiène Pro,2024-01-27,34.309999999999974,
2022-08-27,17,Désinfectant,Entretien,SORTIE,CONSOMMATION,1.82,L,807,807,18,Hygiène Pro,2024-06-22,79.01999999999998,
2022-08-27,18,Savon liquide,Entretien,SORTIE,CONSOMMATION,4.38,L,808,808,18,Hygiène Pro,2023-12-10,129.35,
2022-08-28,1,Poulet frais,Aliment,SORTIE,DESTRUCTION,15.760000000000002,kg,840,840,1,Volailles Dupont,2022-08-28,0.0,6.7
2022-08-28,1,Poulet frais,Aliment,ENTREE,,30.0,kg,846,846,1,Volailles Dupont,2022-08-30,30.0,6.6
2022-08-28,2,Poisson blanc,Aliment,SORTIE,DESTRUCTION,20.0,kg,843,843,2,Poissonnerie Martin,2022-08-28,0.0,2.6
2022-08-28,2,Poisson blanc,Aliment,ENTREE,,20.0,kg,847,847,2,Poissonnerie Martin,2022-08-29,20.0,3.2
2022-08-28,3,Pain frais,Aliment,SORTIE,DESTRUCTION,29.16,kg,842,842,3,Boulangerie Moderne,2022-08-28,0.0,2.2
2022-08-28,3,Pain frais,Aliment,ENTREE,,40.0,kg,848,848,3,Boulangerie Moderne,2022-08-30,40.0,6.3
2022-08-28,4,Lait entier,Aliment,SORTIE,CONSOMMATION,14.45,L,838,838,7,Laiterie Régionale,2022-08-31,45.8,5.1
2022-08-28,5,Yaourt nature,Aliment,SORTIE,CONSOMMATION,5.55,kg,827,827,7,Laiterie Régionale,2022-09-02,36.41000000000001,2.0
2022-08-28,6,Fromage frais,Aliment,SORTIE,CONSOMMATION,3.3,kg,839,839,6,Fromagerie du Mont,2022-08-31,28.26,7.6
2022-08-28,7,Beurre,Aliment,SORTIE,CONSOMMATION,2.61,kg,828,828,7,Laiterie Régionale,2022-09-10,17.359999999999996,6.1
2022-08-28,8,Viande de boeuf,Aliment,SORTIE,CONSOMMATION,5.11,kg,845,845,8,Boucherie Centrale,2022-08-30,34.89,5.6
2022-08-28,9,Légumes frais,Aliment,SORTIE,CONSOMMATION,12.75,kg,830,830,10,Maraîcher Local,2022-08-31,81.00999999999999,2.5
2022-08-28,10,Fruits frais,Aliment,SORTIE,CONSOMMATION,13.67,kg,831,831,10,Maraîcher Local,2022-08-30,64.32,4.8
2022-08-28,11,Oeufs,Aliment,SORTIE,CONSOMMATION,30.09,unité,832,832,11,Ferme Avicole,2022-09-10,269.65000000000003,2.3
2022-08-28,12,Riz,Aliment,SORTIE,CONSOMMATION,8.05,kg,804,804,14,Épicerie Grossiste,2023-04-21,151.8999999999999,5.1
2022-08-28,13,Pâtes,Aliment,SORTIE,CONSOMMATION,6.65,kg,805,805,14,Épicerie Grossiste,2023-03-15,113.91000000000011,6.0
2022-08-28,14,Huile végétale,Aliment,SORTIE,CONSOMMATION,1.88,L,710,710,14,Épicerie Grossiste,2023-06-06,12.559999999999963,3.9
2022-08-28,14,Huile végétale,Aliment,ENTREE,,70.0,L,849,849,14,Épicerie Grossiste,2023-07-21,82.55999999999996,6.6
2022-08-28,15,Farine,Aliment,SORTIE,CONSOMMATION,4.01,kg,806,806,15,Minoterie Régionale,2022-12-16,79.4100000000001,5.8
2022-08-28,16,Détergent sol,Entretien,SORTIE,CONSOMMATION,1.17,L,757,757,18,Hygiène Pro,2024-01-27,33.13999999999998,
2022-08-28,16,Détergent sol,Entretien,ENTREE,,66.86,L,850,850,18,Hygiène Pro,2023-12-13,99.99999999999997,
2022-08-28,17,Désinfectant,Entretien,SORTIE,CONSOMMATION,2.36,L,807,807,18,Hygiène Pro,2024-06-22,76.65999999999998,
2022-08-28,18,Savon liquide,Entretien,SORTIE,CONSOMMATION,3.67,L,808,808,18,Hygiène Pro,2023-12-10,125.67999999999998,
2022-08-29,1,Poulet frais,Aliment,SORTIE,CONSOMMATION,8.26,kg,846,846,1,Volailles Dupont,2022-08-30,21.740000000000002,3.9
2022-08-29,2,Poisson blanc,Aliment,SORTIE,DESTRUCTION,20.0,kg,847,847,2,Poissonnerie Martin,2022-08-29,0.0,3.2
2022-08-29,2,Poisson blanc,Aliment,ENTREE,,20.0,kg,851,851,2,Poissonnerie Martin,2022-08-31,20.0,5.2
2022-08-29,3,Pain frais,Aliment,SORTIE,CONSOMMATION,14.69,kg,848,848,3,Boulangerie Moderne,2022-08-30,25.310000000000002,6.6
2022-08-29,4,Lait entier,Aliment,SORTIE,CONSOMMATION,23.85,L,838,838,7,Laiterie Régionale,2022-08-31,21.949999999999996,6.0
2022-08-29,5,Yaourt nature,Aliment,SORTIE,CONSOMMATION,8.99,kg,827,827,7,Laiterie Régionale,2022-09-02,27.42000000000001,3.6
2022-08-29,6,Fromage frais,Aliment,SORTIE,CONSOMMATION,5.48,kg,839,839,6,Fromagerie du Mont,2022-08-31,22.78,2.9
2022-08-29,7,Beurre,Aliment,SORTIE,CONSOMMATION,2.44,kg,828,828,7,Laiterie Régionale,2022-09-10,14.919999999999996,2.7
2022-08-29,8,Viande de boeuf,Aliment,SORTIE,CONSOMMATION,7.94,kg,845,845,8,Boucherie Centrale,2022-08-30,26.95,7.7
2022-08-29,9,Légumes frais,Aliment,SORTIE,CONSOMMATION,16.69,kg,830,830,10,Maraîcher Local,2022-08-31,64.32,5.4
2022-08-29,10,Fruits frais,Aliment,SORTIE,CONSOMMATION,18.52,kg,831,831,10,Maraîcher Local,2022-08-30,45.8,2.6
2022-08-29,11,Oeufs,Aliment,SORTIE,CONSOMMATION,46.73,unité,832,832,11,Ferme Avicole,2022-09-10,222.92000000000004,5.3
2022-08-29,12,Riz,Aliment,SORTIE,CONSOMMATION,8.53,kg,804,804,14,Épicerie Grossiste,2023-04-21,143.3699999999999,5.3
2022-08-29,13,Pâtes,Aliment,SORTIE,CONSOMMATION,7.81,kg,805,805,14,Épicerie Grossiste,2023-03-15,106.10000000000011,3.6
2022-08-29,14,Huile végétale,Aliment,SORTIE,CONSOMMATION,3.43,L,710,710,14,Épicerie Grossiste,2023-06-06,79.12999999999997,7.7
2022-08-29,15,Farine,Aliment,SORTIE,CONSOMMATION,4.91,kg,806,806,15,Minoterie Régionale,2022-12-16,74.5000000000001,6.8
2022-08-29,16,Détergent sol,Entretien,SORTIE,CONSOMMATION,1.69,L,850,850,18,Hygiène Pro,2023-12-13,98.30999999999997,
2022-08-29,17,Désinfectant,Entretien,SORTIE,CONSOMMATION,3.84,L,807,807,18,Hygiène Pro,2024-06-22,72.81999999999998,
2022-08-29,18,Savon liquide,Entretien,SORTIE,CONSOMMATION,6.17,L,808,808,18,Hygiène Pro,2023-12-10,119.50999999999998,
2022-08-30,1,Poulet frais,Aliment,SORTIE,DESTRUCTION,21.740000000000002,kg,846,846,1,Volailles Dupont,2022-08-30,0.0,5.4
2022-08-30,1,Poulet frais,Aliment,ENTREE,,30.0,kg,852,852,1,Volailles Dupont,2022-09-01,30.0,2.4
2022-08-30,2,Poisson blanc,Aliment,SORTIE,CONSOMMATION,4.52,kg,851,851,2,Poissonnerie Martin,2022-08-31,15.48,5.7
2022-08-30,3,Pain frais,Aliment,SORTIE,DESTRUCTION,25.310000000000002,kg,848,848,3,Boulangerie Moderne,2022-08-30,0.0,4.0
2022-08-30,3,Pain frais,Aliment,ENTREE,,40.0,kg,853,853,3,Boulangerie Moderne,2022-09-01,40.0,2.3
2022-08-30,4,Lait entier,Aliment,SORTIE,CONSOMMATION,20.39,L,838,838,7,Laiterie Régionale,2022-08-31,1.5599999999999952,2.2
2022-08-30,4,Lait entier,Aliment,ENTREE,,105.0,L,854,854,7,Laiterie Régionale,2022-09-06,106.56,2.3
2022-08-30,5,Yaourt nature,Aliment,SORTIE,CONSOMMATION,9.03,kg,827,827,7,Laiterie Régionale,2022-09-02,18.390000000000008,4.3
2022-08-30,6,Fromage frais,Aliment,SORTIE,CONSOMMATION,1.7800000000000002,kg,839,839,6,Fromagerie du Mont,2022-08-31,21.0,2.5
2022-08-30,6,Fromage frais,Aliment,SORTIE,CONSOMMATION,3.3999999999999995,kg,844,844,6,Fromagerie du Mont,2022-09-02,17.6,4.4
2022-08-30,7,Beurre,Aliment,SORTIE,CONSOMMATION,3.34,kg,828,828,7,Laiterie Régionale,2022-09-10,11.579999999999997,6.2
2022-08-30,8,Viande de boeuf,Aliment,SORTIE,DESTRUCTION,26.95,kg,845,845,8,Boucherie Centrale,2022-08-30,0.0,7.3
2022-08-30,8,Viande de boeuf,Aliment,ENTREE,,40.0,kg,855,855,8,Boucherie Centrale,2022-09-04,40.0,7.0
2022-08-30,9,Légumes frais,Aliment,SORTIE,CONSOMMATION,22.4,kg,830,830,10,Maraîcher Local,2022-08-31,41.919999999999995,6.2
2022-08-30,10,Fruits frais,Aliment,SORTIE,DESTRUCTION,45.8,kg,831,831,10,Maraîcher Local,2022-08-30,0.0,5.7
2022-08-30,11,Oeufs,Aliment,SORTIE,CONSOMMATION,59.82,unité,832,832,11,Ferme Avicole,2022-09-10,163.10000000000005,3.9
2022-08-30,12,Riz,Aliment,SORTIE,CONSOMMATION,10.53,kg,804,804,14,Épicerie Grossiste,2023-04-21,132.8399999999999,6.9
2022-08-30,13,Pâtes,Aliment,SORTIE,CONSOMMATION,8.91,kg,805,805,14,Épicerie Grossiste,2023-03-15,97.19000000000011,6.3
2022-08-30,14,Huile végétale,Aliment,SORTIE,CONSOMMATION,3.36,L,710,710,14,Épicerie Grossiste,2023-06-06,75.76999999999997,6.0
2022-08-30,15,Farine,Aliment,SORTIE,CONSOMMATION,4.99,kg,806,806,15,Minoterie Régionale,2022-12-16,69.5100000000001,5.2
2022-08-30,16,Détergent sol,Entretien,SORTIE,CONSOMMATION,3.13,L,850,850,18,Hygiène Pro,2023-12-13,95.17999999999998,
2022-08-30,17,Désinfectant,Entretien,SORTIE,CONSOMMATION,3.7,L,807,807,18,Hygiène Pro,2024-06-22,69.11999999999998,
2022-08-30,18,Savon liquide,Entretien,SORTIE,CONSOMMATION,5.45,L,808,808,18,Hygiène Pro,2023-12-10,114.05999999999997,
2022-08-31,1,Poulet frais,Aliment,SORTIE,CONSOMMATION,7.11,kg,852,852,1,Volailles Dupont,2022-09-01,22.89,7.8
2022-08-31,2,Poisson blanc,Aliment,SORTIE,DESTRUCTION,15.48,kg,851,851,2,Poissonnerie Martin,2022-08-31,0.0,6.5
2022-08-31,2,Poisson blanc,Aliment,ENTREE,,20.0,kg,856,856,2,Poissonnerie Martin,2022-09-02,20.0,5.4
2022-08-31,3,Pain frais,Aliment,SORTIE,CONSOMMATION,14.29,kg,853,853,3,Boulangerie Moderne,2022-09-01,25.71,2.6
2022-08-31,4,Lait entier,Aliment,SORTIE,DESTRUCTION,1.5599999999999952,L,838,838,7,Laiterie Régionale,2022-08-31,105.0,6.8
2022-08-31,4,Lait entier,Aliment,SORTIE,CONSOMMATION,21.48,L,854,854,7,Laiterie Régionale,2022-09-06,83.52,6.2
2022-08-31,5,Yaourt nature,Aliment,SORTIE,CONSOMMATION,6.59,kg,827,827,7,Laiterie Régionale,2022-09-02,11.800000000000008,2.6
2022-08-31,6,Fromage frais,Aliment,SORTIE,CONSOMMATION,4.65,kg,844,844,6,Fromagerie du Mont,2022-09-02,12.950000000000001,3.9
2022-08-31,7,Beurre,Aliment,SORTIE,CONSOMMATION,3.62,kg,828,828,7,Laiterie Régionale,2022-09-10,7.959999999999996,5.9
2022-08-31,8,Viande de boeuf,Aliment,SORTIE,CONSOMMATION,6.47,kg,855,855,8,Boucherie Centrale,2022-09-04,33.53,6.6
2022-08-31,9,Légumes frais,Aliment,SORTIE,DESTRUCTION,41.919999999999995,kg,830,830,10,Maraîcher Local,2022-08-31,0.0,4.8
2022-08-31,11,Oeufs,Aliment,SORTIE,CONSOMMATION,41.92,unité,832,832,11,Ferme Avicole,2022-09-10,121.18000000000005,7.7
2022-08-31,12,Riz,Aliment,SORTIE,CONSOMMATION,9.77,kg,804,804,14,Épicerie Grossiste,2023-04-21,123.06999999999988,2.9
2022-08-31,13,Pâtes,Aliment,SORTIE,CONSOMMATION,6.92,kg,805,805,14,Épicerie Grossiste,2023-03-15,90.27000000000012,7.4
2022-08-31,14,Huile végétale,Aliment,SORTIE,CONSOMMATION,2.7,L,710,710,14,Épicerie Grossiste,2023-06-06,73.06999999999996,3.5
2022-08-31,15,Farine,Aliment,SORTIE,CONSOMMATION,4.49,kg,806,806,15,Minoterie Régionale,2022-12-16,65.02000000000011,4.2
2022-08-31,16,Détergent sol,Entretien,SORTIE,CONSOMMATION,2.22,L,850,850,18,Hygiène Pro,2023-12-13,92.95999999999998,
2022-08-31,17,Désinfectant,Entretien,SORTIE,CONSOMMATION,2.52,L,807,807,18,Hygiène Pro,2024-06-22,66.59999999999998,
2022-08-31,18,Savon liquide,Entretien,SORTIE,CONSOMMATION,4.95,L,808,808,18,Hygiène Pro,2023-12-10,109.10999999999997,
2022-09-01,1,Poulet frais,Aliment,SORTIE,DESTRUCTION,22.89,kg,852,852,1,Volailles Dupont,2022-09-01,0.0,3.1
2022-09-01,1,Poulet frais,Aliment,ENTREE,,30.0,kg,857,857,1,Volailles Dupont,2022-09-04,30.0,6.7
2022-09-01,2,Poisson blanc,Aliment,SORTIE,CONSOMMATION,6.45,kg,856,856,2,Poissonnerie Martin,2022-09-02,13.55,7.3
2022-09-01,3,Pain frais,Aliment,SORTIE,DESTRUCTION,25.71,kg,853,853,3,Boulangerie Moderne,2022-09-01,0.0,4.7
2022-09-01,3,Pain frais,Aliment,ENTREE,,40.0,kg,858,858,3,Boulangerie Moderne,2022-09-02,40.0,2.4
